Potential energy data
X 71 Y 71 
   -8529     -6764     -5066     -3447     -1913      -468       887
    2152      3329      4421      5432      6365      7224      8014
    8739      9403     10011     10565     11071     11531     11949
   12327     12669     12978     13255     13503     13724     13919
   14091     14241     14370     14480     14572     14649     14711
   14761     14800     14830     14853     14869     14880     14887
   14892     14893     14894     14892     14890     14888     14884
   14881     14877     14874     14870     14867     14864     14861
   14858
 
   -8046    -14000    -17953    -20347    -21536    -21805    -21383
  -20450    -19152    -17601    -15887    -14079    -12231    -10382
   -8563     -6797     -5099     -3479     -1945      -499       857
    2122      3301      4394      5405      6339      7200      7991
    8717      9383      9992     10548     11056     11518     11939
   12320     12666     12978     13259     13512     13738     13939
   14117     14274     14410     14527     14627     14711     14781
   14838     14883     14919     14946     14966     14981     14991
   14998     15002     15003     15003     15002     15000     14998
   14995     14992     14989     14986     14982     14979     14976
   14974
 
   -8087    -14040    -17992    -20385    -21573    -21842    -21418
  -20485    -19186    -17635    -15920    -14112    -12263    -10414
   -8595     -6828     -5129     -3509     -1974      -527       829
    2095      3274      4368      5380      6315      7176      7969
    8696      9363      9973     10531     11041     11505     11927
   12311     12660     12975     13260     13516     13746     13952
   14135     14297     14439     14563     14670     14761     14838
   14901     14953     14994     15026     15051     15069     15083
   15092     15098     15102     15103     15103     15102     15101
   15098     15096     15093     15090     15087     15084     15081
   15079
 
   -8125    -14076    -18028    -20420    -21607    -21875    -21451
  -20517    -19218    -17666    -15951    -14142    -12292    -10443
   -8623     -6856     -5156     -3536     -2000      -554       803
    2070      3249      4344      5357      6292      7154      7948
    8676      9344      9955     10515     11025     11491     11915
   12301     12652     12969     13257     13516     13750     13959
   14147     14314     14461     14590     14703     14800     14883
   14953     15010     15057     15095     15124     15146     15163
   15175     15184     15189     15192     15194     15194     15193
   15191     15189     15187     15185     15182     15179     15177
   15174
 
   -8159    -14110    -18060    -20452    -21638    -21906    -21481
  -20547    -19247    -17694    -15979    -14169    -12319    -10469
   -8649     -6882     -5182     -3561     -2025      -578       779
    2047      3227      4322      5335      6271      7134      7928
    8657      9326      9938     10498     11010     11477     11903
   12290     12642     12962     13252     13514     13750     13963
   14154     14324     14476     14610     14728     14830     14919
   14994     15057     15109     15152     15186     15213     15233
   15248     15259     15267     15272     15275     15276     15276
   15276     15274     15272     15270     15268     15266     15263
   15261
 
   -8190    -14140    -18090    -20481    -21667    -21933    -21508
  -20574    -19273    -17720    -16004    -14194    -12344    -10493
   -8673     -6905     -5205     -3583     -2047      -600       758
    2026      3206      4301      5315      6252      7115      7909
    8639      9308      9921     10483     10995     11463     11890
   12279     12632     12954     13245     13509     13748     13963
   14157     14330     14486     14624     14746     14853     14946
   15026     15095     15152     15200     15238     15269     15293
   15312     15326     15336     15343     15347     15350     15351
